"","mpa","species.count","area","entropy","lat","mainentropy","subentropy","nthreat","nmainthreat","nsubthreat","nFisheriesthreat","pFisheriesthreat","PA_DEF","NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","GIS_M_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","MARINE","PARENT_ISO","CONS_OBJ","calc.area","smod.count","smod.city","smod.town","smod.semiDenseTown","smod.suburbs","smod.village","smod.rural","smod.uninhabited","smod.water","AIS.commercial","AIS.fishing","AIS.global","AIS.leisure","AIS.oilgas","AIS.passenger","cropland.2019","lon","cropland.2019.area.km2","fish.aesthetics.max","fish.aesthetics.mean","fish.aesthetics.sd","fish.aesthetics.count","trawlers_2012_2020","tuna_purse_seines_2012_2020","fishing_2012_2020","purse_seines_2012_2020","drifting_longlines_2012_2020","set_longlines_2012_2020","squid_jigger_2012_2020","set_gillnets_2012_2020","pots_and_traps_2012_2020","trollers_2012_2020","dredge_fishing_2012_2020","pole_and_line_2012_2020","other_seines_2012_2020","seiners_2012_2020","other_purse_seines_2012_2020","mpa.1","mpa.2","trawlers_2019","tuna_purse_seines_2019","fishing_2019","purse_seines_2019","drifting_longlines_2019","set_longlines_2019","squid_jigger_2019","set_gillnets_2019","pots_and_traps_2019","trollers_2019","dredge_fishing_2019","pole_and_line_2019","other_seines_2019","seiners_2019","other_purse_seines_2019","Flickr_userdays_2010_2019","Flickr_userdays_2019","Flickr_user_2010_2019","Flickr_photos_2010_2019","Flickr_photos_2019","total_N_effluent_2015","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","Flickr_user_2019","ISO3","SUB_LOC","region_name","OHI.score.2021.AO","OHI.score.2021.BD","OHI.score.2021.CP","OHI.score.2021.CS","OHI.score.2021.CW","OHI.score.2021.ECO","OHI.score.2021.FIS","OHI.score.2021.FP","OHI.score.2021.HAB","OHI.score.2021.ICO","OHI.score.2021.Index","OHI.score.2021.LE","OHI.score.2021.LIV","OHI.score.2021.LSP","OHI.score.2021.MAR","OHI.score.2021.NP","OHI.score.2021.SP","OHI.score.2021.SPP","OHI.score.2021.TR","OHI.trend.2021.AO","OHI.trend.2021.BD","OHI.trend.2021.CP","OHI.trend.2021.CS","OHI.trend.2021.CW","OHI.trend.2021.ECO","OHI.trend.2021.FIS","OHI.trend.2021.FP","OHI.trend.2021.HAB","OHI.trend.2021.ICO","OHI.trend.2021.LE","OHI.trend.2021.LIV","OHI.trend.2021.LSP","OHI.trend.2021.MAR","OHI.trend.2021.NP","OHI.trend.2021.SP","OHI.trend.2021.SPP","OHI.trend.2021.TR"
"9574","555537132",56,214.832008645219,5.03620271736562,42.448510685736,2.89547867850124,4.11461229655194,55,11,32,30,0.535714285714286,"1","Bakarlaka","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",214.832008645219,"Not Reported",0,"Designated",2007,"Federal or national ministry or agency","Not Reported","Regional Inspectorate of Environment and Water - Burgas; Forestry Department - Burgas, Novo Panicherevo; State Game-breeding Center - RopotamoBlack Sea River Basin Directorate;","Not Reported","1","BGR","Not Applicable",334533746.529044,423,0,2,0,0,20,19,140,242,11492025344,10361.5087890625,11546434560,54397368,0,1714.76904296875,55666.3046875,27.630501420354,31.7418261055878,1520,1350.36363636364,112.913482567205,11,12838.9087219238,0,3620.94740009308,0,0,0,0,326.018728256226,0,0,24.6655132770538,0,0,0,0,"555537132","555537132",1387.41369628906,0,617.5869140625,0,0,0,0,47.8841094970703,0,0,0,0,0,0,0,502,24,270,2075,378,216014448,193.752304077148,0,0,0,0,0,10,"BGR","Not Reported","Bulgaria",60.01,87.45,74.62,74.62,56.6,100,12.42,64.59,86.65,84.01,70.76,71.31,42.62,100,100,99.7,92,88.25,26.71,0.02,-0.01,-0.01,-0.01,-0.03,0.11,-0.04,-0.02,-0.01,0.02,-0.44,-1,0,0,0,0.01,-0.01,0
"9575","555537151",48,14.5894871819586,5.02659392858771,43.410441445869,2.90048126277086,4.10477446679367,53,11,31,25,0.520833333333333,"1","Belite skali","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",14.5894871819586,"Not Reported",0,"Designated",2007,"Federal or national ministry or agency","Not Reported","Regional Inspectorate of Environment and Water -Varna; Forestry Department - Balchik; Black Sea River Basin Directorate;","Not Reported","1","BGR","Not Applicable",41552882.5456828,91,0,0,11,0,3,21,28,28,168808080,0,168808080,0,0,0,33721.4453125,28.2504242948904,18.9305356667941,1484,1333.4,103.193669056456,10,47.1536817550659,0,48.8614037036896,0,0,0,0,11.5059443861246,0,0,0,0,0,0,0,"555537151","555537151",5.321608543396,0,30.1165008544922,0,0,0,0,0.0431739240884781,0,0,0,0,0,0,0,91,2,60,358,2,2692765.5,97.0558090209961,0,0,0,0,0,1,"BGR","Not Reported","Bulgaria",60.01,87.45,74.62,74.62,56.6,100,12.42,64.59,86.65,84.01,70.76,71.31,42.62,100,100,99.7,92,88.25,26.71,0.02,-0.01,-0.01,-0.01,-0.03,0.11,-0.04,-0.02,-0.01,0.02,-0.44,-1,0,0,0,0.01,-0.01,0
"7889","55553717",123,0.009027393243619,4.89442951395521,41.6041763340093,2.74673628090889,4.00888244763859,60,11,34,67,0.544715447154472,"1","Kempton Meadows","Private Conservation","Private Conservation","National","V",0.009027393243619,"Not Reported",0,"Designated",1994,"Non-profit organisations","Non-profit organisations","Non-Governmental Organization","Not Reported","1","USA","Not Applicable",50276.5147160708,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,697.574829101562,-70.8527025516605,0.40308660991569,1737,1393.16666666667,138.660365532826,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55553717","55553717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA","US-MA","United States",78.07,73.38,71.47,72.86,80.87,99.91,65.57,62.76,69.61,60.72,72.9,75.7,51.49,80,1,98.25,70.36,77.14,45.29,-0.09,-0.05,-0.07,-0.04,-0.02,0.07,-0.11,-0.1,-0.07,0.01,-0.34,-0.75,0,0.13,0.02,0,-0.02,0
"7890","55553718",120,0.139888800240623,4.80675200140913,43.8001869056591,2.73035457694994,3.9061376413738,60,11,34,66,0.55,"1","Kennebec Estuary","Estuary","Estuary","National","V",0.139888800240623,"Not Reported",0,"Designated",0,"Non-profit organisations","Non-profit organisations","Non-Governmental Organization","Not Reported","2","USA","Not Applicable",139616.688234611,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,-69.7350367393828,0,1737,1396.66666666667,146.748935260192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55553718","55553718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.642331719398499,0,0,0,0,0,0,"USA","US-ME","United States",78.07,73.38,71.47,72.86,80.87,99.91,65.57,62.76,69.61,60.72,72.9,75.7,51.49,80,1,98.25,70.36,77.14,45.29,-0.09,-0.05,-0.07,-0.04,-0.02,0.07,-0.11,-0.1,-0.07,0.01,-0.34,-0.75,0,0.13,0.02,0,-0.02,0
"9576","555537187",62,73.5038720909706,4.77952749869132,35.0108116638378,2.6248270336306,3.92697286294669,39,9,24,28,0.451612903225806,"1","ZONI EIDIKIS PROSTASIAS CHERSONISOS AKAMA","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",73.5038720909706,"Not Reported",0,"Designated",2009,"Federal or national ministry or agency","Not Reported","Department of Environment","http://www.moi.gov.cy/moi/Wildlife/wildlife_new.nsf/All/6D33B5DB087AA3C6C22580E60031B10C?OpenDocument","1","CYP","Not Applicable",180959087.135349,337,0,0,0,0,2,24,178,133,201544224,16.8337955474854,240083872,38539236,0,396.291900634766,36118.921875,32.3139247128293,22.8608950393566,1718,1483.36363636364,139.819363986018,11,0.087012967094779,0,91.5054936408997,0,8.33724975585938,0,0,0,0,0,0,0,0,0,0,"555537187","555537187",0.00222766259685159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,35,333,3279,122,720255.875,0,0,0,0,0,0,28,"CYP","Not Reported","Cyprus",71.55,70.86,71.65,71.48,62.56,64.67,53.07,42.61,81.4,60.33,64.5,63.18,61.69,53.7,40.19,76.92,57.01,60.32,57.14,-0.04,-0.03,-0.03,-0.03,-0.04,-0.04,-0.14,0.45,-0.01,-0.03,-0.01,0.01,0,0.59,-0.01,-0.02,-0.06,-0.04
"9577","555537239",162,4364.49648606196,4.76940755287232,54.5328207269132,2.67056262104393,3.92525266347102,62,10,36,88,0.54320987654321,"1","Ramsar-Gebiet S-H Wattenmeer und angrenzende Küstengebiete","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",4364.49648606196,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Not Reported","http://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/ffh/FFHSchutzgebiete.html?g_nr=&g_name=Wattenmeer&lk=&art=&lr=&what=ffh&submit=true&suchen=Suchen","2","DEU","Not Applicable",4618791320.93742,5674,0,2,8,3,32,204,938,4487,135570563072,617774,138473684992,2894401024,7926978.5,184324.15625,751349.125,8.47110465185093,336.897791444765,1737,1390.02702702703,137.540193415615,37,283676.0703125,0,1213.28770637512,0,0,0,0,0,0,0,13688.2416992188,0,0.74768853187561,0,0,"555537239","555537239",20826.15234375,0,172.327362060547,0,0,0,0,0,0,0,3357.2470703125,0,0,0,0,3446,249,1640,14639,720,3613123328,1527.55065917969,0,0,0,0,0,101,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9578","555537240",159,3127.82791519428,4.66640325869749,54.838124996501,2.64071527368628,3.84084467823748,59,10,35,87,0.547169811320755,"1","SPA Östliche Deutsche Bucht","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",3127.82791519428,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Bundesamt für Naturschutz
 FG Meeres- und Küstennaturschutz","Not Reported","2","DEU","Not Applicable",3121249117.90638,3483,0,0,0,0,0,0,0,3483,297219653632,2377997.75,299949096960,2606532864,120516432,10863.546875,0,7.66024518884846,0,1737,1398.77777777778,132.323869158993,36,131641.80480957,0,1335.07641401887,0,0,0,0,14.3953275680542,279.923491716385,0,9.24888065684354,0,1139.51412200928,0,0,"555537240","555537240",3880.78271484375,0,119.436874389648,0,0,0,0,0,9.56585788726807,0,0,0,170.333740234375,0,0,4,0,4,9,0,0,0,0,0,0,0,0,0,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9579","555537243",36,109.063328541778,5.25646702494541,54.8114222277741,2.85771328856648,4.2366442407069,56,10,31,15,0.416666666666667,"1","Flensburger Förde","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",109.063328541778,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Not Reported","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1123-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","1","DEU","Not Applicable",123479878.378648,214,0,0,0,0,14,36,27,137,6116846080,18.7995300292969,6659128320,538341440,3937962.75,2799.76538085938,42169.44140625,9.81212066445777,18.7790982947662,1487,1359.25,101.842665771417,8,191.437289953232,0.0545777194201946,0.0113503579050303,0,0,0,0,35.0632933527231,0,0,1.12314008176327,16.4861207604408,0,0,0,"555537243","555537243",27.9758243560791,0.0545777194201946,0.0113503579050303,0,0,0,0,0.737420082092285,0,0,0.113641314208508,15.1778287887573,0,0,0,226,11,140,1026,164,62803504,0,0,0,0,0,0,3,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9580","555537245",25,206.211286524841,5.18465214208266,54.6248215056629,2.74126371370963,4.12376374408955,49,10,28,11,0.44,"1","Plantagenetgrund","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",206.211286524841,"Not Reported",0,"Designated",2008,"Federal or national ministry or agency","Not Reported","NPA Vorpommern
Nationalparkamt Vorpommern","Not Reported","2","DEU","Not Applicable",206229222.814527,306,0,0,0,0,0,9,4,293,24273168384,166.147811889648,24470052864,196884176,0,129.720901489258,1759.08129882812,12.9391003947354,0.786976538916816,1477,1333.83333333333,101.779008968778,6,631.485368728638,0,117.139281749725,0,0,0,0,430.567779541016,0,0,0,0.00518815871328115,43.5345569849014,0,0,"555537245","555537245",16.9746131896973,0,2.03406286239624,0,0,0,0,58.664176940918,0,0,0,0.00518815871328115,0,0,0,88,4,57,198,6,2328561.5,0,0,0,0,0,0,3,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9581","555537246",41,19.4834702661993,5.23713662441486,54.5983956466895,2.89918769493646,4.235811762046,57,10,32,18,0.439024390243902,"1","Schlei","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",19.4834702661993,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Schleswig-Holstein, Ministerium
Ministerium f. Landwirtschaft, Umwelt u. landl. Räume d. Landes S-H","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1423-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","1","DEU","Not Applicable",86471102.697282,245,0,4,9,9,5,71,87,60,1128088448,0.0952775254845619,1366507008,238417376,0,1198.41516113281,174517,9.85221142354832,78.1260000469295,1487,1368.27272727273,93.6376963718041,11,108.108254626393,0,0,0,0,0,0,111.442269022111,0,0,0,0,0,0,0,"555537246","555537246",23.6312999725342,0,0,0,0,0,0,16.6033420562744,0,0,0,0,0,0,0,784,48,409,19318,311,33385456,0,0,0,0,0,0,32,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9582","555537247",29,135.312612876319,5.28156851116664,54.5230627922945,2.83193387878663,4.21505649117592,53,10,29,13,0.448275862068966,"1","Binnenbodden von Rügen","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",135.312612876319,"Not Reported",0,"Designated",2008,"Federal or national ministry or agency","Not Reported","StALU VP
Staatliches Amt für Landwirtschaft und Umwelt Vorpommern","Not Reported","1","DEU","Not Applicable",206432001.897085,357,0,1,0,2,12,37,173,132,234882112,0,235350112,468000.3125,0,0,205660.890625,13.4069755398105,92.2384277789975,1477,1341,94.8261567290376,7,0.789951616898179,0,0,0,0,0,0,157.808364450932,0,0,0,12.6278629302979,0,0,0,"555537247","555537247",0,0,0,0,0,0,0,0.0871763080358505,0,0,0,0,0,0,0,399,29,258,1280,72,36274488,0,0,0,0,0,0,16,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9583","555537248",41,115.8311155836,5.23713662441486,54.5021848302665,2.89918769493646,4.235811762046,57,10,32,18,0.439024390243902,"1","Eckernförder Bucht mit Flachgründen","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",115.8311155836,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Schleswig-Holstein, Ministerium
Ministerium f. Landwirtschaft, Umwelt u. landl. Räume d. Landes S-H","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1525-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","2","DEU","Not Applicable",120088910.756974,199,0,2,0,1,3,22,18,153,8813580288,3.34072589874268,9512360960,698778176,0,2123.55859375,22462.583984375,10.1476532782168,10.0795665880469,1487,1368.27272727273,93.6376963718041,11,1593.00497603416,0,0,0,0,0,0,1121.15861988068,0,0,0,0,0,0,0,"555537248","555537248",218.534866333008,0,0,0,0,0,0,24.9567375183105,0,0,0,0,0,0,0,275,13,171,928,19,358471072,90.5380401611328,0,0,0,0,0,10,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9584","555537249",36,692.08554019003,5.25646702494541,54.4363000283793,2.85771328856648,4.2366442407069,56,10,31,15,0.416666666666667,"1","Östliche Kieler Bucht","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",692.08554019003,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Schleswig-Holstein, Ministerium
Ministerium f. Landwirtschaft, Umwelt u. landl. Räume d. Landes S-H","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1530-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","2","DEU","Not Applicable",743333976.535607,1014,0,0,16,2,11,106,121,758,48223645696,1522.74353027344,49601699840,1378049536,0,2501.275390625,209140.234375,10.7966530775005,93.9980990763324,1487,1359.25,101.842665771417,8,1134.26313114166,0,160.195224761963,0,0,0,0,2753.05573272705,0,0,0,34.9010360240936,0,0,0,"555537249","555537249",174.445465087891,0,22.3946990966797,0,0,0,0,103.613136291504,0,0,0,24.9030990600586,0,0,0,1148,87,676,4262,261,194969024,1.4478120803833,0,0,0,0,0,52,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9585","555537250",32,765.024388582336,5.28255764500319,54.4371033335767,2.86156696696728,4.22960532366149,53,10,29,13,0.40625,"1","Vorpommersche Boddenlandschaft und nördlicher Strelasund","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",765.024388582336,"Not Reported",0,"Designated",2008,"Federal or national ministry or agency","Not Reported","StALU VP
Staatliches Amt für Landwirtschaft und Umwelt Vorpommern","http://www.stalu-mv.de/vp/Themen/Naturschutz-und-Landschaftspflege/Natura-2000/Managementplanung/DE-1346-301-Steilkueste-und-Blockgruende-Wittow","1","DEU","Not Applicable",1217269050.00507,1667,0,9,12,4,22,187,641,792,10141717504,47.9217376708984,10390133760,248416208,0,352.040344238281,793356.1875,12.8675676887778,356.567024815827,1487,1359.25,101.842665771417,8,66.5732657909393,0,0.385580122470856,0,0,0,0,2104.46196651459,0,0,0,22.1966695785522,0,0,0,"555537250","555537250",2.5935173034668,0,0,0,0,0,0,101.216033935547,0,0,0,0,0,0,0,1551,155,857,5047,610,182971648,3913.04150390625,0,0,0,0,0,66,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9586","555537251",29,1999.36674268391,5.28156851116664,54.4793830876766,2.83193387878663,4.21505649117592,53,10,29,13,0.448275862068966,"1","SPA Pommersche Bucht","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",1999.36674268391,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Bundesamt für Naturschutz
 FG Meeres- und Küstennaturschutz","Not Reported","2","DEU","Not Applicable",1994726642.10014,2252,0,0,0,0,0,0,0,2252,195360980992,2255362.5,196298604544,914220416,21097726,41785.0859375,0,14.3134821959188,0,1477,1341,94.8261567290376,7,9060.353515625,0,21.5601058006287,0,0,0.246899992227554,0,197.80016708374,0,0,0,0,29.3108005523682,0,0,"555537251","555537251",677.747619628906,0,13.9133005142212,0,0,0.246899992227554,0,53.8218460083008,0,0,0,0,0,0,0,3,0,3,4,0,5210.28173828125,0,0,0,0,0,0,0,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9587","555537256",34,387.90465624693,5.25407664441636,54.3029452456844,2.82891478573507,4.20377749052828,54,10,29,15,0.441176470588235,"1","Ostsee östlich Wagrien","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",387.90465624693,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Schleswig-Holstein, Ministerium
Ministerium f. Landwirtschaft, Umwelt u. landl. Räume d. Landes S-H","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1633-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","2","DEU","Not Applicable",392289622.87192,528,0,0,0,0,14,48,45,421,30334711808,1457.02856445312,33558851584,3224136960,0,1168.93139648438,90821.859375,11.2085281151143,40.9526658568683,1487,1359.25,101.842665771417,8,2351.23862266541,0,872.674869537354,0,0,0,0,4949.65171384811,0,0,0,26.670018196106,0,0,0,"555537256","555537256",212.427093505859,0,109.83374786377,0,0,0,0,388.175048828125,0,0,0,18.2569541931152,0,0,0,402,0,253,1282,0,48489164,0,0,0,0,0,0,0,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9588","555537258",29,975.526759463061,5.28156851116664,54.3604982791072,2.83193387878663,4.21505649117592,53,10,29,13,0.448275862068966,"1","Westliche Pommersche Bucht","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",975.526759463061,"Not Reported",0,"Designated",2008,"Federal or national ministry or agency","Not Reported","StALU VP
Staatliches Amt für Landwirtschaft und Umwelt Vorpommern","Not Reported","2","DEU","Not Applicable",975820535.374581,1168,0,0,0,0,6,7,15,1140,162330542080,4597946,163457187840,1118128640,3874991.25,30757.791015625,696.184997558594,13.9453436291756,0.313479135832379,1477,1341,94.8261567290376,7,13902.3868408203,0,3.13051867485046,0,0,0,0,131.106941998005,0,0,3.88765621185303,0,0,0,0,"555537258","555537258",1314.52734375,0,0,0,0,0,0,3.8715295791626,0,0,0,0,0,0,0,634,40,450,1939,119,10978833,0,0,0,0,0,0,32,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9589","555537265",28,690.188937205941,5.30859401823172,54.2354714611303,2.85729038526653,4.24182193235575,53,10,29,12,0.428571428571429,"1","Greifswalder Bodden und südlicher Strelasund","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",690.188937205941,"Not Reported",0,"Designated",2008,"Federal or national ministry or agency","Not Reported","NPA Vorpommern
Nationalparkamt Vorpommern","Not Reported","1","DEU","Not Applicable",870324887.553289,1112,0,9,0,6,20,100,318,659,38090108928,2838.314453125,39060836352,970720128,0,3188.41235351562,399421.25,13.5630811076327,180.39890478796,1477,1341,94.8261567290376,7,3039.04287195206,0,0.454127579927444,0,0,0,0,2330.22033190727,0,0,0,5.1694370508194,0,0,0,"555537265","555537265",102.675765991211,0,0,0,0,0,0,82.2280502319336,0,0,0,0,0,0,0,1322,106,616,4089,526,182814048,0,0,0,0,0,0,47,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
"9590","555537266",165,1609.85284909771,4.6338283135258,54.2881916349399,2.62000638616342,3.82368807470821,59,10,35,91,0.551515151515152,"1","Seevogelschutzgebiet Helgoland","Special Protection Area (Birds Directive)","Special Protection Area (Birds Directive)","Regional","Not Reported",1609.85284909771,"Not Reported",0,"Designated",2004,"Federal or national ministry or agency","Not Reported","Schleswig-Holstein, Ministerium
Ministerium f. Landwirtschaft, Umwelt u. landl. Räume d. Landes S-H","https://www.schleswig-holstein.de/DE/Fachinhalte/S/schutzgebiete/vogelschutz/Vogelschutzgebiete.html?g_nr=1813-491&g_name=&lk=&art=&lr=&what=spa&submit=true&suchen=Suchen","2","DEU","Not Applicable",1606189192.37714,1863,0,0,0,0,3,2,2,1856,183675387904,63004.0703125,187726987264,4033881344,17655508,8888.84765625,0,8.15302410459992,0,1737,1390.02702702703,137.540193415615,37,196245.691650391,0,766.126235961914,0,0,0.974643051624298,0,17.2474746704102,27.3190956115723,0,330.490223273635,0,38.2164282798767,0,0,"555537266","555537266",5649.15771484375,0,150.098693847656,0,0,0,0,0,0,0,77.072380065918,0,25.9264659881592,0,0,673,36,360,5791,164,98341.9609375,0,0,0,0,0,0,21,"DEU","Not Reported","Germany",70.42,74.03,62.01,66.03,71.11,100,26.37,40.64,68.39,84.82,74.4,89.31,78.62,100,96.6,91.02,92.41,79.68,87.02,-0.08,-0.06,-0.13,-0.26,0.02,0.04,-0.05,0.17,-0.11,0.01,0.02,0,0,1,-0.04,0.01,-0.02,0.02
